class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season
e,1.26,c,g,n,f,a,w,5.12,1.43,g,f,f,d,u
e,1.39,c,g,n,f,a,g,4.79,1.44,g,f,f,d,u
e,1.8,c,g,n,f,a,w,5.64,1.74,g,f,f,l,a
e,1.44,c,g,n,f,a,g,4.99,1.11,g,f,f,l,u
e,1.16,c,g,n,f,a,g,4.16,1.11,g,f,f,d,u
e,1.19,c,g,n,f,a,w,4.47,1.22,g,f,f,l,a
e,1.58,c,g,n,f,a,g,4.85,1.37,g,f,f,l,a
e,1.26,c,g,n,f,a,g,4.59,1.45,g,f,f,d,a
e,1.67,c,g,n,f,a,g,5.03,1.31,g,f,f,l,a
e,1.42,c,g,n,f,a,w,4.69,1.46,g,f,f,l,a
e,1.42,c,g,n,f,a,w,4.8,1.5,g,f,f,l,u
e,1.47,c,g,n,f,a,g,5.06,1.34,g,f,f,l,a
e,0.98,c,g,n,f,a,g,4.02,1.12,g,f,f,l,u
e,1.25,c,g,n,f,a,g,4.58,1.23,g,f,f,d,a
e,1.03,c,g,n,f,a,w,4.78,1.29,g,f,f,d,u
e,1.67,c,g,n,f,a,w,5.28,1.36,g,f,f,l,a
e,1.45,c,g,n,f,a,w,4.69,1.27,g,f,f,d,a
e,1.64,c,g,n,f,a,w,5.38,1.58,g,f,f,d,u
e,1.33,c,g,n,f,a,g,4.9,1.61,g,f,f,l,a
e,1.46,c,g,n,f,a,g,4.65,1.39,g,f,f,d,u
e,1.56,c,g,n,f,a,w,5.27,1.58,g,f,f,l,u
e,1.58,c,g,n,f,a,g,4.51,1.34,g,f,f,l,a
e,1.44,c,g,n,f,a,w,4.45,1.27,g,f,f,l,u
e,1.61,c,g,n,f,a,g,4.8,1.41,g,f,f,l,u
e,1.65,c,g,n,f,a,w,5.22,1.71,g,f,f,l,a
e,1.33,c,g,n,f,a,g,4.65,1.66,g,f,f,l,a
e,1.44,c,g,n,f,a,g,5.17,1.59,g,f,f,d,a
e,1.63,c,g,n,f,a,w,5.37,1.71,g,f,f,l,a
e,1.34,c,g,n,f,a,w,4.94,1.24,g,f,f,d,a
e,1.65,c,g,n,f,a,g,5.47,1.77,g,f,f,d,a
e,1.44,c,g,n,f,a,g,4.77,1.25,g,f,f,d,a
e,1.67,c,g,n,f,a,w,4.8,1.44,g,f,f,l,a
e,1.59,c,g,n,f,a,w,4.91,1.52,g,f,f,l,u
e,1.55,c,g,n,f,a,g,5.28,1.78,g,f,f,d,u
e,1.32,c,g,n,f,a,g,4.41,1.28,g,f,f,l,a
e,1.52,c,g,n,f,a,w,4.89,1.46,g,f,f,d,a
e,1.4,c,g,n,f,a,g,4.71,1.23,g,f,f,l,u
e,1.55,c,g,n,f,a,w,4.3,1.19,g,f,f,d,u
e,0.97,c,g,n,f,a,g,4.99,1.49,g,f,f,l,u
e,1.51,c,g,n,f,a,g,4.68,1.51,g,f,f,d,a
e,1.65,c,g,n,f,a,g,5.22,1.61,g,f,f,d,u
e,1.52,c,g,n,f,a,g,4.65,1.3,g,f,f,d,u
e,1.55,c,g,n,f,a,g,4.95,1.51,g,f,f,l,u
e,1.76,c,g,n,f,a,w,5.16,1.52,g,f,f,l,u
e,1.36,c,g,n,f,a,g,4.84,1.51,g,f,f,l,u
e,1.35,c,g,n,f,a,g,4.86,1.53,g,f,f,d,u
e,1.33,c,g,n,f,a,g,4.98,1.28,g,f,f,l,a
e,1.71,c,g,n,f,a,g,5.3,1.48,g,f,f,d,a
e,1.3,c,g,n,f,a,g,5.08,1.55,g,f,f,l,a
e,1.44,c,g,n,f,a,w,4.8,1.53,g,f,f,d,u
e,1.75,c,g,n,f,a,g,4.88,1.49,g,f,f,d,a
e,1.7,c,g,n,f,a,w,4.95,1.44,g,f,f,l,a
e,1.45,c,g,n,f,a,w,5.24,1.55,g,f,f,d,u
e,1.42,c,g,n,f,a,w,4.67,1.41,g,f,f,l,a
e,1.22,c,g,n,f,a,w,4.7,1.34,g,f,f,d,a
e,1.81,c,g,n,f,a,g,5.04,1.53,g,f,f,d,u
e,1.37,c,g,n,f,a,g,4.52,1.2,g,f,f,d,a
e,1.4,c,g,n,f,a,g,4.84,1.53,g,f,f,l,u
e,1.55,c,g,n,f,a,w,5.23,1.61,g,f,f,l,u
e,1.71,c,g,n,f,a,g,5.1,1.63,g,f,f,l,u
e,1.46,c,g,n,f,a,g,5.09,1.62,g,f,f,l,u
e,1.38,c,g,n,f,a,w,4.74,1.39,g,f,f,d,u
e,1.51,c,g,n,f,a,g,5.22,1.7,g,f,f,l,u
e,1.71,c,g,n,f,a,g,5.06,1.52,g,f,f,d,a
e,1.43,c,g,n,f,a,w,4.83,1.49,g,f,f,l,a
e,1.3,c,g,n,f,a,w,4.24,1.1,g,f,f,l,a
e,1.36,c,g,n,f,a,g,5.23,1.55,g,f,f,d,u
e,1.69,c,g,n,f,a,w,5.2,1.56,g,f,f,l,a
e,1.35,c,g,n,f,a,w,4.96,1.33,g,f,f,l,u
e,1.81,c,g,n,f,a,g,4.8,1.47,g,f,f,l,a
e,1.45,c,g,n,f,a,g,4.67,1.5,g,f,f,l,u
e,1.55,c,g,n,f,a,w,4.71,1.26,g,f,f,d,u
e,1.49,c,g,n,f,a,g,4.78,1.38,g,f,f,d,u
e,1.63,c,g,n,f,a,w,4.98,1.36,g,f,f,l,a
e,1.5,c,g,n,f,a,w,5.34,1.59,g,f,f,l,a
e,1.67,c,g,n,f,a,g,5.63,1.86,g,f,f,l,u
e,1.42,c,g,n,f,a,g,5.08,1.65,g,f,f,d,u
e,1.17,c,g,n,f,a,w,5.06,1.57,g,f,f,l,a
e,1.29,c,g,n,f,a,w,4.36,1.28,g,f,f,d,u
e,1.41,c,g,n,f,a,w,5.07,1.34,g,f,f,l,a
e,1.39,c,g,n,f,a,w,4.48,1.28,g,f,f,d,u
e,1.64,c,g,n,f,a,w,5.68,1.82,g,f,f,l,a
e,1.36,c,g,n,f,a,w,4.84,1.34,g,f,f,d,u
e,1.52,c,g,n,f,a,w,4.48,1.23,g,f,f,d,a
e,1.53,c,g,n,f,a,g,4.75,1.47,g,f,f,d,a
e,1.76,c,g,n,f,a,g,5.51,1.74,g,f,f,l,a
e,1.39,c,g,n,f,a,g,4.52,1.45,g,f,f,d,u
e,1.17,c,g,n,f,a,g,4.86,1.4,g,f,f,l,a
e,1.36,c,g,n,f,a,g,4.78,1.45,g,f,f,l,u
e,1.58,c,g,n,f,a,g,4.99,1.42,g,f,f,d,u
e,1.29,c,g,n,f,a,g,4.75,1.42,g,f,f,l,a
e,1.49,c,g,n,f,a,g,5.29,1.5,g,f,f,l,u
e,1.32,c,g,n,f,a,w,4.68,1.38,g,f,f,d,a
e,1.51,c,g,n,f,a,g,4.99,1.56,g,f,f,d,a
e,1.53,c,g,n,f,a,g,4.95,1.28,g,f,f,l,a
e,1.37,c,g,n,f,a,w,4.26,1.18,g,f,f,d,a
e,1.37,c,g,n,f,a,w,5.17,1.62,g,f,f,d,a
e,1.3,c,g,n,f,a,w,4.57,1.53,g,f,f,d,u
e,1.57,c,g,n,f,a,g,5.25,1.45,g,f,f,l,u
e,1.63,c,g,n,f,a,g,5.52,1.61,g,f,f,d,a
e,1.28,c,g,n,f,a,w,4.67,1.41,g,f,f,l,u
e,1.25,c,g,n,f,a,g,4.88,1.41,g,f,f,d,u
e,1.37,c,g,n,f,a,w,4.46,1.53,g,f,f,l,a
e,1.61,c,g,n,f,a,w,5.42,1.64,g,f,f,d,u
e,1.59,c,g,n,f,a,w,5.39,1.75,g,f,f,l,u
e,1.54,c,g,n,f,a,w,4.63,1.45,g,f,f,l,a
e,1.26,c,g,n,f,a,w,4.42,1.38,g,f,f,d,u
e,1.48,c,g,n,f,a,g,4.7,1.38,g,f,f,l,u
e,1.18,c,g,n,f,a,g,4.68,1.31,g,f,f,d,a
e,1.49,c,g,n,f,a,w,4.97,1.45,g,f,f,l,a
e,1.22,c,g,n,f,a,w,5.45,1.42,g,f,f,l,u
e,1.42,c,g,n,f,a,w,5.3,1.67,g,f,f,d,u
e,1.38,c,g,n,f,a,g,4.6,1.23,g,f,f,l,a
e,1.51,c,g,n,f,a,w,4.92,1.52,g,f,f,d,u
e,1.49,c,g,n,f,a,g,5.2,1.44,g,f,f,d,u
e,1.39,c,g,n,f,a,g,4.82,1.52,g,f,f,l,u
e,1.52,c,g,n,f,a,g,4.8,1.39,g,f,f,d,u
e,1.43,c,g,n,f,a,g,4.91,1.52,g,f,f,l,a
e,1.7,c,g,n,f,a,g,5.46,1.71,g,f,f,l,a
e,1.34,c,g,n,f,a,w,4.99,1.58,g,f,f,l,a
e,1.25,c,g,n,f,a,w,4.96,1.48,g,f,f,d,a
e,1.69,c,g,n,f,a,g,4.77,1.57,g,f,f,d,u
e,1.57,c,g,n,f,a,w,5.45,1.59,g,f,f,l,u
e,1.48,c,g,n,f,a,w,5.07,1.42,g,f,f,d,a
e,1.68,c,g,n,f,a,w,5.32,1.58,g,f,f,d,u
e,1.45,c,g,n,f,a,g,4.97,1.58,g,f,f,l,a
e,1.5,c,g,n,f,a,w,5.25,1.49,g,f,f,l,u
e,1.65,c,g,n,f,a,w,5.59,1.68,g,f,f,d,u
e,1.24,c,g,n,f,a,w,4.42,1.33,g,f,f,d,u
e,1.35,c,g,n,f,a,g,4.83,1.24,g,f,f,d,a
e,1.56,c,g,n,f,a,g,5.09,1.56,g,f,f,l,u
e,1.67,c,g,n,f,a,w,5.13,1.6,g,f,f,l,u
e,1.63,c,g,n,f,a,w,4.98,1.57,g,f,f,d,u
e,1.23,c,g,n,f,a,g,4.96,1.34,g,f,f,d,a
e,1.32,c,g,n,f,a,g,4.71,1.43,g,f,f,d,a
e,1.21,c,g,n,f,a,w,4.17,1.18,g,f,f,l,u
e,1.44,c,g,n,f,a,g,4.94,1.45,g,f,f,d,u
e,1.7,c,g,n,f,a,w,5.11,1.44,g,f,f,l,a
e,1.22,c,g,n,f,a,w,4.97,1.48,g,f,f,l,a
e,1.59,c,g,n,f,a,g,5.0,1.53,g,f,f,l,a
e,1.23,c,g,n,f,a,w,5.14,1.7,g,f,f,l,a
e,1.37,c,g,n,f,a,g,4.77,1.26,g,f,f,l,a
e,1.03,x,g,n,t,a,p,5.64,0.99,n,f,f,d,a
e,0.79,c,g,n,t,a,p,5.54,0.99,n,f,f,h,a
e,0.93,x,g,e,t,a,w,5.47,1.02,n,f,f,d,a
e,1.02,x,g,n,t,a,w,6.04,1.17,n,f,f,h,a
e,0.97,c,g,e,t,a,w,5.46,1.02,n,f,f,h,a
e,0.9,c,g,e,t,a,p,5.09,0.92,n,f,f,h,u
e,1.23,x,g,n,t,a,w,5.5,1.02,n,f,f,h,u
e,0.99,c,g,e,t,a,w,6.1,0.97,n,f,f,h,u
e,0.81,f,g,e,t,a,w,5.13,0.9,n,f,f,d,u
e,1.08,x,g,n,t,a,p,5.42,1.05,n,f,f,h,u
e,0.95,c,g,e,t,a,w,5.69,1.08,n,f,f,d,a
e,0.66,f,g,n,t,a,p,4.56,0.97,n,f,f,d,u
e,1.1,c,g,n,t,a,w,5.69,1.07,n,f,f,h,u
e,1.52,c,g,n,t,a,p,6.61,1.16,n,f,f,d,a
e,0.93,x,g,e,t,a,p,5.75,1.14,n,f,f,d,u
e,1.23,c,g,n,t,a,w,5.89,1.14,n,f,f,d,u
e,0.86,f,g,e,t,a,w,5.36,0.91,n,f,f,h,a
e,0.73,f,g,n,t,a,p,5.02,0.85,n,f,f,h,u
e,0.98,x,g,n,t,a,p,5.45,1.07,n,f,f,d,a
e,0.76,c,g,e,t,a,w,4.45,0.92,n,f,f,h,a
e,1.21,f,g,e,t,a,p,6.52,1.12,n,f,f,h,u
e,1.1,x,g,e,t,a,p,6.11,1.02,n,f,f,h,u
e,0.73,f,g,e,t,a,w,5.42,0.93,n,f,f,d,u
e,0.72,f,g,n,t,a,w,5.04,0.88,n,f,f,h,a
e,1.26,c,g,n,t,a,w,5.95,1.14,n,f,f,d,a
e,1.21,f,g,n,t,a,w,5.47,0.95,n,f,f,d,a
e,0.77,x,g,n,t,a,w,5.06,0.88,n,f,f,h,u
e,1.14,f,g,n,t,a,p,6.39,1.23,n,f,f,h,a
e,0.89,f,g,n,t,a,p,4.39,0.91,n,f,f,d,a
e,0.91,c,g,n,t,a,p,5.22,0.98,n,f,f,h,u
e,1.02,f,g,e,t,a,w,5.42,0.98,n,f,f,h,a
e,0.98,c,g,n,t,a,w,4.88,0.96,n,f,f,d,u
e,1.3,f,g,n,t,a,p,5.82,1.07,n,f,f,d,u
e,0.94,c,g,e,t,a,p,5.55,1.06,n,f,f,h,a
e,0.88,f,g,e,t,a,p,5.71,0.97,n,f,f,h,a
e,1.0,x,g,e,t,a,p,5.19,0.98,n,f,f,h,u
e,0.87,f,g,e,t,a,w,5.29,0.9,n,f,f,h,a
e,1.26,c,g,n,t,a,p,6.31,0.96,n,f,f,h,u
e,1.07,x,g,n,t,a,w,5.9,1.14,n,f,f,h,a
e,0.97,x,g,e,t,a,p,4.93,0.85,n,f,f,d,u
e,0.67,f,g,n,t,a,w,5.61,0.97,n,f,f,d,a
e,1.13,f,g,n,t,a,w,5.68,1.02,n,f,f,h,u
e,0.97,f,g,e,t,a,w,5.43,1.06,n,f,f,h,u
e,1.03,c,g,e,t,a,p,5.9,1.07,n,f,f,d,a
e,0.91,x,g,n,t,a,p,5.58,0.95,n,f,f,h,a
e,1.15,x,g,n,t,a,p,5.32,0.98,n,f,f,h,u
e,1.11,c,g,n,t,a,w,6.09,0.88,n,f,f,d,u
e,1.09,x,g,e,t,a,p,6.29,1.01,n,f,f,h,a
e,1.22,x,g,n,t,a,p,5.97,1.0,n,f,f,d,a
e,0.98,f,g,n,t,a,w,5.34,1.09,n,f,f,h,u
e,0.93,c,g,n,t,a,w,6.21,0.98,n,f,f,d,a
e,1.19,c,g,e,t,a,p,6.14,1.16,n,f,f,d,u
e,1.1,c,g,n,t,a,p,6.28,1.19,n,f,f,d,u
e,0.95,x,g,n,t,a,p,5.05,0.97,n,f,f,h,a
e,0.98,c,g,e,t,a,p,5.47,0.97,n,f,f,h,a
e,1.09,x,g,n,t,a,p,5.34,1.02,n,f,f,d,a
e,1.04,x,g,e,t,a,p,6.36,0.99,n,f,f,d,u
e,0.99,x,g,e,t,a,w,5.54,0.95,n,f,f,d,u
e,0.96,x,g,n,t,a,w,6.18,1.2,n,f,f,d,a
e,0.79,c,g,n,t,a,w,5.29,1.0,n,f,f,d,a
e,1.17,c,g,n,t,a,w,5.23,0.97,n,f,f,d,a
e,0.97,f,g,n,t,a,w,5.06,1.01,n,f,f,h,u
e,0.89,x,g,n,t,a,w,4.87,0.92,n,f,f,h,a
e,0.91,c,g,e,t,a,p,4.82,0.87,n,f,f,h,u
e,0.93,x,g,n,t,a,w,4.9,1.0,n,f,f,h,a
e,0.59,c,g,e,t,a,w,4.97,0.82,n,f,f,d,a
e,0.83,x,g,e,t,a,w,4.99,0.93,n,f,f,d,a
e,1.15,c,g,e,t,a,p,5.24,0.94,n,f,f,h,a
e,0.85,f,g,e,t,a,w,5.54,0.98,n,f,f,d,a
e,0.73,x,g,e,t,a,p,5.19,0.97,n,f,f,d,u
e,0.89,x,g,n,t,a,w,5.14,0.86,n,f,f,d,a
e,1.04,f,g,e,t,a,w,5.21,1.01,n,f,f,h,u
e,0.9,x,g,e,t,a,w,5.31,0.98,n,f,f,d,a
e,0.98,x,g,n,t,a,w,5.28,1.06,n,f,f,d,a
e,1.24,f,g,n,t,a,w,5.97,1.06,n,f,f,d,u
e,1.0,x,g,n,t,a,p,6.05,1.0,n,f,f,d,u
e,0.85,c,g,n,t,a,w,5.47,1.03,n,f,f,h,u
e,1.09,x,g,e,t,a,w,5.09,0.87,n,f,f,d,u
e,0.87,x,g,e,t,a,w,5.5,1.03,n,f,f,h,u
e,0.95,c,g,n,t,a,w,6.02,1.12,n,f,f,d,u
e,1.35,f,g,e,t,a,w,5.8,1.07,n,f,f,d,u
e,1.26,x,g,e,t,a,p,5.94,1.08,n,f,f,h,u
e,0.91,x,g,n,t,a,w,5.66,0.99,n,f,f,d,a
e,1.08,c,g,e,t,a,p,5.21,1.01,n,f,f,h,a
e,1.54,c,g,n,t,a,p,5.8,1.01,n,f,f,h,a
e,1.4,c,g,e,t,a,p,6.17,1.14,n,f,f,h,u
e,1.36,x,g,e,t,a,p,5.38,0.97,n,f,f,d,a
e,1.12,f,g,n,t,a,w,5.86,0.96,n,f,f,h,u
e,1.13,f,g,n,t,a,p,5.88,1.07,n,f,f,d,a
e,1.06,x,g,e,t,a,p,4.92,0.89,n,f,f,h,u
e,0.91,f,g,n,t,a,w,6.12,1.2,n,f,f,h,a
e,0.99,f,g,e,t,a,p,4.85,0.93,n,f,f,d,u
e,1.07,x,g,e,t,a,p,5.9,1.06,n,f,f,h,u
e,0.77,x,g,n,t,a,p,5.84,1.04,n,f,f,d,a
e,1.08,x,g,n,t,a,w,6.02,1.12,n,f,f,h,u
e,0.85,c,g,e,t,a,w,4.5,0.95,n,f,f,d,u
e,1.04,c,g,n,t,a,p,5.42,1.0,n,f,f,d,a
e,1.43,c,g,n,t,a,w,6.09,1.01,n,f,f,d,u
e,0.99,x,g,n,t,a,w,4.85,0.97,n,f,f,h,a
e,0.94,f,g,e,t,a,p,6.49,1.18,n,f,f,d,a
e,0.89,c,g,n,t,a,w,5.87,1.1,n,f,f,d,u
e,0.54,x,g,n,t,a,p,5.14,0.91,n,f,f,d,a
e,1.01,c,g,n,t,a,p,6.05,0.98,n,f,f,h,u
e,0.74,x,g,e,t,a,w,5.62,1.14,n,f,f,d,u
e,0.88,f,g,n,t,a,p,5.94,1.18,n,f,f,h,a
e,0.83,f,g,e,t,a,p,3.92,0.75,n,f,f,h,u
e,0.97,x,g,e,t,a,p,4.58,0.93,n,f,f,d,a
e,0.94,c,g,n,t,a,p,5.31,0.9,n,f,f,h,u
e,0.91,f,g,n,t,a,w,5.06,0.86,n,f,f,d,u
e,0.96,c,g,e,t,a,w,5.29,0.98,n,f,f,d,a
e,0.72,f,g,n,t,a,w,4.74,1.0,n,f,f,d,u
e,1.08,f,g,n,t,a,p,4.94,0.93,n,f,f,h,u
e,1.14,f,g,e,t,a,p,5.81,1.09,n,f,f,d,a
e,0.89,c,g,e,t,a,w,5.09,1.01,n,f,f,d,u
e,0.69,f,g,e,t,a,w,4.67,0.82,n,f,f,d,u
e,1.15,c,g,n,t,a,w,5.8,1.06,n,f,f,d,u
e,1.03,f,g,n,t,a,p,5.57,1.08,n,f,f,d,u
e,0.55,c,g,e,t,a,w,4.87,0.96,n,f,f,h,a
e,1.02,x,g,n,t,a,p,5.56,0.97,n,f,f,h,u
e,0.77,f,g,n,t,a,p,5.4,0.99,n,f,f,h,u
e,0.95,c,g,e,t,a,w,5.12,0.8,n,f,f,h,u
e,0.89,x,g,e,t,a,w,5.4,1.02,n,f,f,d,u
e,0.78,x,g,n,t,a,p,5.0,0.98,n,f,f,d,u
e,1.31,x,g,e,t,a,p,5.18,0.98,n,f,f,h,u
e,0.99,f,g,n,t,a,w,6.01,0.92,n,f,f,h,u
e,0.78,x,g,e,t,a,w,4.28,0.9,n,f,f,d,u
e,0.92,f,g,e,t,a,p,5.25,0.96,n,f,f,h,a
e,1.16,x,g,n,t,a,w,5.78,1.02,n,f,f,h,a
e,0.86,f,g,e,t,a,p,4.92,0.97,n,f,f,h,u
e,1.22,x,g,e,t,a,p,5.56,1.01,n,f,f,d,a
e,0.86,f,g,e,t,a,p,5.34,1.04,n,f,f,d,a
e,0.98,f,g,e,t,a,p,5.02,1.0,n,f,f,h,a
e,0.95,x,g,e,t,a,p,5.3,1.04,n,f,f,h,u
e,0.8,f,g,n,t,a,w,5.2,0.87,n,f,f,d,a
e,0.7,x,g,n,t,a,p,5.57,0.95,n,f,f,h,a
e,1.0,c,g,n,t,a,w,5.37,1.01,n,f,f,h,a
e,1.05,c,g,e,t,a,w,5.13,0.97,n,f,f,d,u
e,1.44,c,g,n,t,a,w,6.5,1.25,n,f,f,h,u
e,0.86,f,g,e,t,a,w,5.06,0.9,n,f,f,d,u
e,1.14,c,g,e,t,a,p,5.36,0.96,n,f,f,d,a
e,0.84,f,g,e,t,a,w,4.93,0.96,n,f,f,h,u
e,1.24,x,g,n,t,a,w,5.16,1.1,n,f,f,h,a
e,1.04,f,g,n,t,a,w,5.32,1.04,n,f,f,d,u
e,1.09,c,g,n,t,a,p,4.99,0.96,n,f,f,h,a
e,1.53,f,g,n,t,a,w,6.05,1.09,n,f,f,d,u
e,0.84,x,g,n,t,a,w,4.92,0.86,n,f,f,h,a
e,1.25,c,g,e,t,a,w,6.39,1.24,n,f,f,h,u
e,0.93,f,g,e,t,a,p,5.63,0.92,n,f,f,h,a
e,1.07,c,g,e,t,a,w,5.27,0.97,n,f,f,d,a
e,0.7,c,g,e,t,a,p,5.29,0.98,n,f,f,h,u
e,0.68,f,g,e,t,a,w,4.45,0.89,n,f,f,h,a
e,1.04,x,g,e,t,a,w,5.93,1.05,n,f,f,d,u
e,0.88,x,g,n,t,a,p,5.39,0.93,n,f,f,d,a
e,1.0,f,g,n,t,a,p,6.02,1.07,n,f,f,d,a
e,0.9,f,g,e,t,a,w,5.71,0.91,n,f,f,h,u
e,1.14,c,g,n,t,a,p,5.65,1.07,n,f,f,h,a
e,0.81,x,g,n,t,a,p,5.1,0.82,n,f,f,h,a
e,1.13,c,g,e,t,a,p,5.45,1.01,n,f,f,h,u
e,0.93,x,g,n,t,a,w,5.71,0.97,n,f,f,d,a
e,0.75,f,g,e,t,a,w,4.87,0.89,n,f,f,h,a
e,0.73,c,g,e,t,a,w,5.64,0.89,n,f,f,d,a
e,1.14,x,g,e,t,a,w,5.21,0.97,n,f,f,d,a
e,1.12,c,g,n,t,a,w,5.48,0.94,n,f,f,d,a
e,0.82,x,g,e,t,a,w,4.73,0.95,n,f,f,d,u
e,1.08,c,g,n,t,a,p,5.46,0.92,n,f,f,d,u
e,0.96,c,g,n,t,a,w,5.61,1.05,n,f,f,d,a
e,0.99,c,g,n,t,a,p,4.77,1.03,n,f,f,d,u
e,1.05,c,g,n,t,a,p,6.2,1.08,n,f,f,d,a
e,0.99,c,g,e,t,a,p,6.06,1.09,n,f,f,h,a
e,1.1,f,g,e,t,a,w,5.78,1.15,n,f,f,d,a
e,1.16,f,g,n,t,a,p,5.47,0.94,n,f,f,d,u
e,0.73,x,g,n,t,a,p,5.13,1.0,n,f,f,d,u
e,1.01,x,g,e,t,a,p,4.76,0.96,n,f,f,h,a
e,0.96,f,g,e,t,a,p,5.42,0.94,n,f,f,d,a
e,1.06,f,g,e,t,a,w,5.37,1.1,n,f,f,h,u
e,1.26,x,g,n,t,a,w,5.71,0.98,n,f,f,d,a
e,1.23,x,g,n,t,a,p,5.5,0.95,n,f,f,h,a
e,0.88,c,g,e,t,a,p,5.48,1.08,n,f,f,h,u
e,1.17,x,g,n,t,a,w,5.71,1.04,n,f,f,d,u
e,1.0,c,g,n,t,a,p,5.38,0.91,n,f,f,h,a
e,1.01,f,g,n,t,a,p,6.2,1.15,n,f,f,d,a
e,0.89,c,g,n,t,a,w,5.81,0.96,n,f,f,h,u
e,1.04,c,g,n,t,a,w,5.31,0.96,n,f,f,d,a
e,1.18,f,g,n,t,a,p,5.2,1.01,n,f,f,h,u
e,1.01,c,g,e,t,a,w,6.13,1.0,n,f,f,d,a
e,1.29,c,g,n,t,a,p,5.66,1.07,n,f,f,d,u
e,1.01,f,g,n,t,a,p,5.56,1.01,n,f,f,d,a
e,0.99,x,g,e,t,a,p,5.18,1.03,n,f,f,d,u
e,0.76,c,g,e,t,a,p,5.17,0.96,n,f,f,h,u
e,0.83,f,g,n,t,a,p,5.92,1.1,n,f,f,d,u
e,1.19,x,g,e,t,a,p,5.69,0.99,n,f,f,h,u
e,1.4,f,g,e,t,a,w,6.57,1.19,n,f,f,h,u
e,0.92,x,g,n,t,a,w,6.11,0.95,n,f,f,d,u
e,0.9,f,g,n,t,a,p,4.4,0.9,n,f,f,h,u
e,1.16,f,g,e,t,a,p,6.42,1.06,n,f,f,h,a
e,1.06,x,g,e,t,a,p,6.03,1.04,n,f,f,h,u
e,1.14,c,g,e,t,a,w,4.85,1.03,n,f,f,d,u
e,1.01,f,g,e,t,a,w,5.43,1.01,n,f,f,d,u
e,0.81,c,g,e,t,a,p,5.16,1.0,n,f,f,d,u
e,1.27,f,g,n,t,a,p,5.43,1.02,n,f,f,h,a
e,1.27,x,g,e,t,a,p,5.89,1.06,n,f,f,h,a
e,0.95,f,g,e,t,a,w,5.4,0.87,n,f,f,d,a
e,1.17,f,g,e,t,a,p,4.82,1.02,n,f,f,d,u
e,0.95,c,g,e,t,a,p,5.74,0.87,n,f,f,d,u
e,0.98,c,g,n,t,a,p,5.8,1.06,n,f,f,d,u
e,0.81,x,g,e,t,a,p,5.99,1.05,n,f,f,d,u
e,0.7,c,g,n,t,a,p,5.3,0.98,n,f,f,d,a
e,0.75,x,g,n,t,a,w,5.05,0.98,n,f,f,d,a
e,0.97,f,g,e,t,a,p,5.22,0.99,n,f,f,d,a
e,1.18,c,g,e,t,a,w,5.29,1.06,n,f,f,h,u
e,0.87,c,g,e,t,a,p,5.06,0.97,n,f,f,h,a
e,1.04,f,g,e,t,a,w,5.98,1.04,n,f,f,h,a
e,1.14,f,g,e,t,a,p,6.21,1.08,n,f,f,d,a
e,1.03,f,g,e,t,a,p,5.6,1.04,n,f,f,d,u
e,0.81,c,g,n,t,a,p,4.65,0.81,n,f,f,d,u
e,0.99,f,g,n,t,a,w,6.6,1.0,n,f,f,h,u
e,0.98,c,g,n,t,a,w,5.71,1.03,n,f,f,h,a
e,0.93,c,g,n,t,a,w,5.14,1.02,n,f,f,d,a
e,1.37,c,g,n,t,a,w,6.72,1.11,n,f,f,h,u
e,0.98,f,g,e,t,a,w,6.01,1.03,n,f,f,h,a
e,0.82,c,g,n,t,a,p,5.26,0.98,n,f,f,h,a
e,0.66,c,g,n,t,a,p,5.05,1.0,n,f,f,d,u
e,1.09,f,g,n,t,a,p,6.02,1.09,n,f,f,h,u
e,0.75,f,g,n,t,a,w,5.11,1.0,n,f,f,d,a
e,0.84,x,g,e,t,a,w,5.89,0.97,n,f,f,h,a
e,0.84,f,g,n,t,a,p,5.19,0.99,n,f,f,h,u
e,1.19,f,g,n,t,a,w,5.37,1.0,n,f,f,d,a
e,1.14,f,g,n,t,a,w,5.54,1.07,n,f,f,d,a
e,1.05,c,g,n,t,a,p,4.74,1.03,n,f,f,d,a
e,0.98,x,g,e,t,a,w,5.24,0.97,n,f,f,h,a
e,0.95,x,g,n,t,a,p,5.2,0.96,n,f,f,h,u
e,0.65,x,g,n,t,a,p,4.73,0.94,n,f,f,h,u
e,1.05,c,g,e,t,a,w,5.49,0.95,n,f,f,d,u
e,1.01,c,g,e,t,a,p,5.92,1.05,n,f,f,h,a
e,0.86,c,g,e,t,a,w,4.36,0.9,n,f,f,d,a
e,1.03,f,g,n,t,a,p,5.36,1.03,n,f,f,d,a
e,1.08,f,g,n,t,a,w,5.84,1.05,n,f,f,h,a
e,1.36,c,g,n,t,a,p,6.54,1.03,n,f,f,h,a
e,1.1,c,g,n,t,a,w,6.29,1.13,n,f,f,d,a
e,0.77,c,g,e,t,a,w,5.31,0.88,n,f,f,d,u
e,0.87,f,g,n,t,a,w,4.63,0.88,n,f,f,h,u
e,1.12,f,g,n,t,a,p,5.18,0.93,n,f,f,d,a
e,1.15,f,g,n,t,a,w,6.5,1.08,n,f,f,h,a
e,1.0,f,g,n,t,a,w,5.49,1.02,n,f,f,d,a
