trackName,artistName,msPlayed,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
Deniro,Alec Benjamin,423240,alt z,0.463,0.755,2,-5.04,1,0.0727,0.137,0,0.0745,0.649,79.488,audio_features,141163,4
Despacito - Remix,Luis Fonsi,228826,latin pop,0.653,0.816,2,-4.353,1,0.167,0.228,0,0.0967,0.816,178.085,audio_features,228827,4
Destination,VØJ,8899,drift phonk,0.646,0.708,3,-5.875,0,0.065,0.0145,0.781,0.35,0.382,128.011,audio_features,144136,4
Destroy Everything You Touch,Ladytron,276493,alternative dance,0.528,0.782,4,-6.17,0,0.0314,0.00928,2.21E-05,0.179,0.719,120.311,audio_features,276508,4
Destroyer,Panama,3068600,australian indie,0.615,0.545,1,-9.178,1,0.0272,0.0312,0.624,0.109,0.367,115.97,audio_features,306861,4
Destroyer,Parkway Drive,0,alternative metal,0.465,0.988,3,-4.126,0,0.106,3.20E-05,0.0114,0.13,0.155,133.017,audio_features,287340,4
Detach,Hans Zimmer,3099597,german soundtrack,0.244,0.108,0,-14.973,1,0.0451,0.188,0.909,0.0509,0.0254,118.723,audio_features,402202,4
Detroit,Disasterpeace,80000,chiptune,0.539,0.3,6,-17.864,0,0.0476,0.972,0.95,0.0737,0.0607,120.007,audio_features,80000,4
Deva Shree Ganesha,Ajay-Atul,166384,filmi,0.34,0.96,1,-5.427,1,0.0802,0.238,4.32E-06,0.0378,0.475,150.04,audio_features,356827,4
Devil,Barren Gates,533503,traprun,0.507,0.864,6,-1.421,0,0.168,0.343,2.57E-05,0.0891,0.41,150.075,audio_features,176000,4
Devil Doesn’t Bargain,Alec Benjamin,488998,alt z,0.448,0.606,3,-4.565,1,0.0609,0.577,0,0.217,0.483,121.15,audio_features,163613,4
Devil Eyes,Hippie Sabotage,729053,edm,0.391,0.396,1,-8.621,0,0.189,0.702,0.405,0.315,0.199,99.112,audio_features,131272,5
Devil Eyes,ZODIVK,273101,drift phonk,0.73,0.757,2,-7.379,1,0.0989,0.00189,0.833,0.157,0.259,102.378,audio_features,136652,4
Devil Ride,Razihel,135764,,,,,,,,,,,,,,0,
Devil You Don't,CXLOE,1360064,alt z,0.602,0.694,2,-5.982,0,0.406,0.473,0,0.184,0.43,101.953,audio_features,186360,4
Devil's Advocate,The Neighbourhood,744623,modern alternative rock,0.662,0.681,11,-8.152,0,0.0315,0.0321,0.139,0.508,0.864,98.004,audio_features,186307,4
Dhol Jageero Da,Panjabi MC,348500,bhangra,0.716,0.974,11,-2.48,0,0.17,0.184,0.00147,0.333,0.886,81.02,audio_features,264720,4
Dholna,Uttam Singh,636864,classic bollywood,0.684,0.52,7,-10.793,1,0.0339,0.369,3.99E-05,0.724,0.907,92.995,audio_features,318433,4
Dhoom Taana,Shreya Ghoshal,80551,filmi,0.8,0.881,0,-6.077,1,0.0502,0.127,0.00011,0.0976,0.81,107.998,audio_features,373357,4
"Dhoop Paani Bahne De (From ""Sherdil - The Pilibhit Saga"")",KK,3402,,,,,,,,,,,,,,0,
DiE4u,Bring Me The Horizon,170442,melodic metalcore,0.355,0.919,7,-3.771,1,0.356,0.00234,0.000313,0.262,0.259,159.922,audio_features,207141,4
Diamonds,Mord Fustang,52715,complextro,0.801,0.918,7,-3.231,0,0.0489,1.66E-06,0.75,0.322,0.503,128.011,audio_features,194531,4
Diane Young,Vampire Weekend,56172,baroque pop,0.422,0.809,11,-5.607,1,0.246,0.0333,3.64E-05,0.203,0.735,87.076,audio_features,160067,4
Dick (feat. Doja Cat),StarBoi3,215153,viral rap,0.647,0.608,9,-6.831,1,0.42,0.13,0,0.0584,0.474,125.994,audio_features,175238,4
Did You Ever Hurt for Me?,Jess Benko,2745376,gen z singer-songwriter,0.614,0.0595,0,-16.254,1,0.107,0.957,5.58E-06,0.105,0.146,75.339,audio_features,341820,4
Die 4 You,Perfume Genius,212549,art pop,0.257,0.381,3,-10.62,1,0.0368,0.828,0.00121,0.135,0.264,73.687,audio_features,212550,4
Die Again,SLEEPYHΞAD,139863,aggressive phonk,0.71,0.894,1,-1.196,1,0.208,0.0812,0.877,0.28,0.525,92.559,audio_features,140195,4
Die For You,Joji,2434155,viral pop,0.472,0.518,8,-7.379,1,0.051,0.383,0.127,0.289,0.154,147.805,audio_features,211667,4
Die For You,The Weeknd,269586,canadian contemporary r&b,0.586,0.525,1,-7.163,0,0.0615,0.111,0,0.134,0.508,133.629,audio_features,260253,4
Die For You,VALORANT,12827397,video game music,0.598,0.705,11,-5.462,1,0.0333,0.0826,1.80E-05,0.133,0.104,95.018,audio_features,212927,4
Die Trying,Michl,1910102,,0.424,0.356,6,-8.374,1,0.0777,0.792,0,0.148,0.0738,125.41,audio_features,209537,4
"Die Walkure, Act III: Ride of the Valkyries",Richard Wagner,2242534,classical,0.251,0.219,7,-16.781,1,0.0323,0.929,0.933,0.0824,0.0965,89.997,audio_features,325000,3
Dies Irae,Giuseppe Verdi,918709,classical,0.272,0.346,0,-14.01,0,0.0317,0.926,0.931,0.0772,0.24,79.773,audio_features,134747,4
Different Cities,Yasumu,15034550,lo-fi study,0.735,0.15,2,-13.138,0,0.0829,0.901,0.924,0.137,0.313,83.043,audio_features,130264,4
Different People,Idarose,198650,,0.761,0.602,7,-8.326,1,0.0651,0.00189,0.000121,0.16,0.568,103.984,audio_features,198651,4
Dil Aaj Kal,KK,356665,,,,,,,,,,,,,,0,
"Dil Chori (From ""Sonu Ke Titu Ki Sweety"")",Yo Yo Honey Singh,35889,,,,,,,,,,,,,,0,
Dil Dooba,Sonu Nigam,554206,filmi,0.814,0.909,0,-6.875,1,0.0753,0.319,0,0.345,0.961,100.004,audio_features,230947,4
Dil Ibaadat,Pritam,60013,filmi,0.59,0.859,2,-5.005,0,0.0416,0.633,0,0.286,0.634,149.966,audio_features,329387,4
Dil Kyun Yeh Mera,KK,55992,filmi,0.486,0.382,6,-6.183,1,0.0286,0.613,8.56E-05,0.149,0.164,125.918,audio_features,333200,3
Dil Mere,The Local Train,3300,hindi indie,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,audio_features,211290,4
Dil Na Diya,Kunal Ganjawala,1347893,filmi,0.733,0.933,7,-4.583,1,0.105,0.0576,0.0691,0.0615,0.696,132.992,audio_features,354253,4
Dil Na Jaaneya,Rochak Kohli,1913010,,,,,,,,,,,,,,0,
Dil To Pagal Hai,Uttam Singh,672234,classic bollywood,0.752,0.67,6,-10.641,0,0.0465,0.306,0.000528,0.729,0.748,110.696,audio_features,336118,4
Dilaan De Rajya,Maninder Buttar,172519,desi hip hop,0.778,0.743,6,-4.506,0,0.0288,0.356,0,0.259,0.834,121.956,audio_features,122336,4
Dildaara (Stand By Me),Shafqat Amanat Ali,499212,classic pakistani pop,0.622,0.779,9,-5.799,1,0.037,0.102,0.000934,0.145,0.761,100.013,audio_features,249661,4
Dilemme,Lous and The Yakuza,2853719,belgian pop,0.841,0.541,5,-7.564,0,0.143,0.0968,0,0.0982,0.378,145.038,audio_features,187013,4
Dilko Tumse Pyar Hua,Roop Kumar Rathod,331467,filmi,0.664,0.384,9,-16.858,0,0.0751,0.629,0,0.146,0.688,149.945,audio_features,331468,4
Dilnashin Dilnashin,KK,181421,filmi,0.735,0.938,1,-7.142,1,0.0571,0.00942,7.91E-05,0.057,0.792,110.999,audio_features,392267,4
Dinero,Trinidad Cardona,160880,sped up,0.708,0.782,2,-4.687,1,0.0674,0.00772,0,0.107,0.484,119.997,audio_features,160880,4
Dinkar mehta gujrati adult joke 2021,Nonveg Comedyjokes,7580,,,,,,,,,,,,,,0,
Dinosaurs (S4E7),salem ilese,562806,alt z,0.409,0.338,4,-7.951,1,0.0432,0.731,0,0.25,0.273,184.043,audio_features,144446,3
Diplomat's Son,Vampire Weekend,178420,baroque pop,0.504,0.815,6,-6.967,1,0.332,0.209,0.0513,0.0838,0.842,193.966,audio_features,361373,4
Disappear,Tei Shi,501811,alternative r&b,0.826,0.624,7,-8.386,1,0.25,0.784,1.73E-06,0.112,0.894,115.94,audio_features,179336,4
Disappeared town,RADWIMPS,981564,j-pop,0.182,0.27,4,-23.826,0,0.057,0.277,0.962,0.128,0.0359,69.391,audio_features,115840,4
Disappointment (feat. Rxseboy),Sarcastic Sounds,45718,lo-fi chill,0.657,0.821,0,-5.655,1,0.232,0.686,0,0.0736,0.823,169.897,audio_features,142092,4
Disaster,KSLV Noh,470672,drift phonk,0.825,0.613,0,-6.043,1,0.0941,0.0158,0.391,0.159,0.511,117.052,audio_features,84138,4
Disco,Surf Curse,306325,dreamo,0.473,0.621,11,-8.698,0,0.0291,0.0253,0.000366,0.19,0.782,173.083,audio_features,152761,4
Discovering,Yasumu,383780,lo-fi study,0.713,0.26,8,-22.457,0,0.0474,0.566,0.883,0.294,0.186,119.996,audio_features,192000,3
Dishes - Acoustic,Lauv,282884,pop,0.641,0.161,4,-12.466,1,0.0413,0.89,1.02E-06,0.104,0.45,91.116,audio_features,141442,4
Dismal Smile,Krynoze,233842,lo-fi sleep,0.599,0.109,5,-22.396,1,0.0396,0.953,0.94,0.116,0.0874,133.937,audio_features,116922,4
Dissolve,Absofacto,14339106,shimmer psych,0.688,0.582,6,-10.668,0,0.0542,0.23,0.000157,0.0663,0.872,85.486,audio_features,224661,4
Distant Love,Gerardo Millán,350384,lo-fi study,0.264,0.0689,7,-21.348,1,0.0372,0.978,0.952,0.0822,0.136,73.306,audio_features,175192,4
Dive Into You,Loving Caliber,4509160,scandipop,0.497,0.478,5,-7.801,1,0.0627,0.08,0,0.49,0.395,85.392,audio_features,204224,4
Django,Samia,831126,indie pop,0.558,0.136,8,-11.731,0,0.0337,0.799,0,0.1,0.141,80.259,audio_features,204285,4
Do Bad Well (feat. Nevve),KSHMR,1156150,big room,0.604,0.894,5,-4.755,1,0.113,0.0512,0.000315,0.234,0.415,127.964,audio_features,204375,4
Do Do Do,Dansu,3671516,dutch indie,0.68,0.644,7,-6.905,0,0.157,0.137,5.48E-05,0.112,0.801,111.979,audio_features,202816,4
Do I Wanna Know?,Arctic Monkeys,4154250,garage rock,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,audio_features,272394,4
Do It To It - Tiësto Remix,ACRAZE,3483,pop dance,0.636,0.892,2,-5.573,1,0.0386,0.000422,0.0954,0.156,0.456,125.003,audio_features,125280,4
Do Not Go Gentle Into That Good Night,Hans Zimmer,554655,german soundtrack,0,0.0537,5,-30.709,1,0,0.939,0.331,0.0475,0,0,audio_features,99105,0
Do Pal,Madan Mohan,265926,classic bollywood,0.247,0.556,11,-7.514,1,0.0376,0.635,0.000436,0.146,0.371,168.823,audio_features,265927,4
Do Ya Wanna Taste It,Wig Wam,228761,glam rock,0.559,0.793,2,-3.536,0,0.028,0.0191,0,0.394,0.69,92.034,audio_features,176973,4
Do You Believe,Ali Gatie,16447,canadian hip hop,0.665,0.707,11,-5.144,1,0.03,0.193,0,0.219,0.391,144.952,audio_features,156331,4
Do You Don't You,Haywyre,4035620,canadian electronic,0.849,0.723,5,-5.093,0,0.046,0.028,0.12,0.235,0.552,115.031,audio_features,275478,4
Do You?,TroyBoi,2139633,bass trap,0.827,0.518,10,-8.156,0,0.343,0.164,0.375,0.61,0.584,80.729,audio_features,195791,4
Does It Feel,Charlie Puth,218511,pop,0.61,0.86,8,-4.6,0,0.127,0.177,0,0.155,0.549,98.995,audio_features,218667,4
Don't Be Afraid,Diplo,203245,,,,,,,,,,,,,,0,
Don't Be Fooled by the Name,Blue Swede,12987,,,,,,,,,,,,,,0,
Don't Be Shy (9D Audio),Shake Music,87783,,,,,,,,,,,,,,0,
Don't Be So Serious,Low Roar,34476422,,,,,,,,,,,,,,0,
Don't Be so Serious,Low Roar,153760,,,,,,,,,,,,,,0,
Don't Cry,Ruel,374110,,,,,,,,,,,,,,0,
Don't Do Drugs Just Take Some Jack Ü,Jack Ü,46165,,,,,,,,,,,,,,0,
Don't Give Up,John Paesano,10380,,,,,,,,,,,,,,0,
Don't Leave,Snakehips,2281186,,,,,,,,,,,,,,0,
Don't Leave the Light On,Mokita,2912876,,,,,,,,,,,,,,0,
Don't Let Me Be,Cassius,223853,,,,,,,,,,,,,,0,
Don't Like.1,Kanye West,58640,,,,,,,,,,,,,,0,
Don't Lose Sight,Lawrence,1697073,,,,,,,,,,,,,,0,
Don't Matter - Recorded at Spotify Studios NYC,Lauv,401393,,,,,,,,,,,,,,0,
Don't Rush,Ric Wilson,12678088,,,,,,,,,,,,,,0,
Don't Start Now,Dua Lipa,1315721,dance pop,0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,audio_features,183290,4
Don't Stop,ODESZA,117280,,,,,,,,,,,,,,0,
Don't Stop Believin',Journey,2491855,,,,,,,,,,,,,,0,
Don't Stop The Music,Rihanna,183838,,,,,,,,,,,,,,0,
Don't Wake Me,Coopex,1955764,,,,,,,,,,,,,,0,
Don't Wanna Know,Suriel Hess,1071231,,,,,,,,,,,,,,0,
Don't Wanna Think About It,Dylan Emmet,69477,,,,,,,,,,,,,,0,
Don't Want My Heart,Sarah Cothran,2980277,,,,,,,,,,,,,,0,
Don't Waste My Time,NOA,1185134,,,,,,,,,,,,,,0,
Don't Worry,Rhea Za,2463797,,,,,,,,,,,,,,0,
Don't Worry Be Happy,Bobby McFerrin,1682075,a cappella,0.175,0.0281,10,-37.841,0,0.0635,0.98,0,0.288,0.375,60.298,audio_features,269636,4
Don't You Worry,Mark Ambor,324344,,,,,,,,,,,,,,0,
Done for Me (feat. Kehlani),Charlie Puth,395336,pop,0.856,0.632,6,-3.692,0,0.074,0.193,0,0.0688,0.697,112.009,audio_features,180493,4
Don’t Go (with Justin Bieber & Don Toliver),Skrillex,10642,brostep,0.689,0.695,11,-5.22,1,0.0429,0.019,0,0.123,0.359,75.05,audio_features,168253,4
Don’t Lie (feat. KARRA),Tisoki,2899838,brostep,0.86,0.805,9,-2.524,0,0.108,0.0286,0.00812,0.487,0.797,150.061,audio_features,196000,4
Don’t Wake Me Up,Jonas Blue,227404,pop,0.621,0.747,11,-5.084,1,0.0337,0.222,0.000194,0.147,0.426,124.015,audio_features,188894,4
"Doobey (From ""Gehraiyaan"")",OAFF,219687,,,,,,,,,,,,,,0,
Doodoodoo,Curtis Waters,6111430,,0.754,0.631,5,-6.724,0,0.0499,0.217,2.47E-05,0.398,0.47,111.979,audio_features,173638,4
Dopamine Addict,Alec Benjamin,723340,alt z,0.721,0.772,10,-4.506,0,0.19,0.598,0.000204,0.19,0.483,76.928,audio_features,144956,4
Dope on a Rope,The Growlers,248507,garage rock revival,0.42,0.901,7,-3.857,1,0.0955,0.00173,0,0.366,0.74,145.965,audio_features,250320,4
Dormant,Kurt Stewart,384000,lo-fi study,0.304,0.034,0,-23.115,1,0.0503,0.978,0.986,0.0681,0.224,75.037,audio_features,128000,3
DotA - Radio Edit,Basshunter,284766,eurodance,0.46,0.962,0,-6.447,1,0.112,0.0084,0.00199,0.186,0.532,140.047,audio_features,200560,4
Dou Pal,Taha G,25373,pakistani hip hop,0.74,0.64,0,-9.931,1,0.0399,0.265,7.70E-05,0.125,0.376,118.019,audio_features,173881,4
Down,Marian Hill,1070975,electropop,0.678,0.357,0,-14.712,0,0.128,0.675,0.00569,0.124,0.0661,113.301,audio_features,197773,5
Down By The Water,PJ Harvey,138988,alternative rock,0.623,0.622,2,-12.255,1,0.0412,0.00168,0.181,0.343,0.319,125.166,audio_features,194507,4
Down for You - Remix,Cosmo's Midnight,69242,australian dance,0.593,0.527,2,-6.25,1,0.179,0.548,3.92E-06,0.462,0.466,92.985,audio_features,166816,4
Down the Line,Beach Fossils,24437,brooklyn indie,0.615,0.743,7,-6.569,1,0.041,0.237,0.00431,0.148,0.528,162.22,audio_features,158474,4
Downhill,Lund,1246780,cloud rap,0.846,0.419,4,-8.957,0,0.0499,0.198,1.15E-05,0.0415,0.527,119.992,audio_features,176013,4
Downtime,Project AER,159285,ambient guitar,0.563,0.133,2,-20.87,1,0.0328,0.921,0.904,0.143,0.156,61.983,audio_features,159286,4
Downtown (2020),Allie X,1617789,alt z,0.575,0.881,6,-4.282,1,0.109,0.00307,5.97E-05,0.509,0.552,107.957,audio_features,212226,4
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,417622,pop rap,0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21E-06,0.291,0.707,109.725,audio_features,292593,4
Dragonspine Snow (LoFi),Jordy Chandra,104000,anime lo-fi,0.616,0.274,3,-17.582,1,0.0979,0.887,0.755,0.363,0.126,120.066,audio_features,104000,4
Dragostea Din Tei,O-Zone,46838,eurodance,0.812,0.968,0,-3.758,1,0.0421,0.161,0,0.0661,0.706,130.093,audio_features,213920,4
Dragostea Din Tei,SP3CTRUM,705805,covertronica,0.668,0.82,0,-4.863,1,0.0828,0.0303,0,0.329,0.158,129.939,audio_features,141201,4
Dragostea din tei,O-Zone,134849,eurodance,0.812,0.968,0,-3.758,1,0.0421,0.161,0,0.0661,0.706,130.093,audio_features,213920,4
Dream No More (feat. Ruel & Genesis Owusu),Billy Davis,129993,australian r&b,0.362,0.534,10,-8.38,1,0.0468,0.519,1.02E-06,0.332,0.547,94.742,audio_features,207158,4
Dream No More (feat. Ruel & Genesis Owusu) - Acoustic Version,Billy Davis,277891,australian r&b,0.321,0.332,0,-9.573,1,0.0334,0.931,7.26E-05,0.0845,0.419,84.902,audio_features,277940,3
Dream On,Aerosmith,5320709,album rock,0.392,0.476,1,-7.583,1,0.0249,0.397,0.000163,0.309,0.234,78.031,audio_features,267597,4
Dream lantern,RADWIMPS,6669750,j-pop,0.206,0.871,8,-5.751,1,0.419,0.0316,6.55E-05,0.0596,0.125,175.6,audio_features,131667,3
Dreamer,Axwell /\ Ingrosso,1495293,edm,0.627,0.847,10,-5.303,1,0.0352,0.0237,0,0.212,0.611,126.017,audio_features,251147,4
Dreamer,Low Roar,4431839,icelandic indie,0.255,0.161,9,-12.711,0,0.0327,0.925,0.0155,0.147,0.0679,74.007,audio_features,309720,4
Dreamin (with blackbear),The Score,0,modern alternative rock,0.609,0.726,1,-3.947,0,0.108,0.00252,0,0.0745,0.616,79.967,audio_features,198640,4
Dreaming,Smallpools,454053,hopebeat,0.612,0.89,10,-2.827,0,0.047,0.000478,0,0.0672,0.886,118.989,audio_features,216253,4
Dreaming of the Crash,Hans Zimmer,2463114,german soundtrack,0.135,0.0277,5,-35.251,1,0.0662,0.0528,0.957,0.269,0.0297,82.898,audio_features,235838,3
Dreams,Bazzi,146980,pop,0.663,0.666,6,-5.441,1,0.125,0.583,3.85E-06,0.222,0.605,159.983,audio_features,147021,4
Dreams,RUNN,3975309,melodic dubstep,0.654,0.525,4,-8.447,1,0.0367,0.251,0,0.0954,0.211,135.95,audio_features,194559,4
Dreams - 2004 Remaster,Fleetwood Mac,2606193,album rock,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,audio_features,257800,4
Dressed Up In White,CAL,7045042,,0.653,0.422,3,-8.206,1,0.101,0.161,0,0.207,0.397,73.325,audio_features,203836,4
Drift Away,Yasumu,151755,lo-fi study,0.644,0.193,0,-24.331,0,0.0551,0.887,0.946,0.0939,0.204,94.045,audio_features,151755,4
Drifting,Jisatsu,679183,anime lo-fi,0.667,0.0809,9,-22.628,0,0.0354,0.979,0.869,0.0949,0.0674,128.014,audio_features,199687,4
Drink About - Clean Bandit Remix,Seeb,252763,pop dance,0.656,0.927,1,-4.527,1,0.122,0.127,0.0354,0.0811,0.865,113.99,audio_features,252764,4
Drinking from the Bottle (feat. Tinie Tempah),Calvin Harris,0,dance pop,0.665,0.886,9,-4.175,0,0.0514,0.0469,6.24E-05,0.0525,0.53,128.062,audio_features,240347,4
Drive,Dxvn.,269803,dark r&b,0.705,0.598,11,-6.83,0,0.0336,0.222,0.00303,0.131,0.173,104.985,audio_features,270000,4
Drop the Other,Emika,4100,,0.78,0.332,9,-13.138,1,0.163,0.0818,0.541,0.0809,0.117,140.088,audio_features,208453,4
Drown,Dabin,1034857,canadian electronic,0.368,0.754,1,-5.185,1,0.0502,0.00928,0,0.256,0.281,169.881,audio_features,258679,4
Drowning - Sped Up Version,sped up nightcore,174517,nightcore,0.759,0.903,8,-5.287,0,0.0785,0.343,0,0.121,0.878,154.825,audio_features,174517,4
Drugs,UPSAHL,47060,alt z,0.883,0.415,6,-8.571,0,0.174,0.35,0,0.063,0.318,76.986,audio_features,155867,4
Drugs & The Internet,Lauv,2110,pop,0.466,0.551,2,-7.043,1,0.131,0.361,9.32E-05,0.333,0.243,88.794,audio_features,178560,4
Drunken Sailor,Sean Dagher,202,shanty,0.689,0.283,5,-6.011,1,0.0387,0.941,0,0.116,0.97,160.241,audio_features,89520,4
Drunken Sailor,The Irish Rovers,462009,canadian celtic,0.668,0.897,2,-5.135,1,0.0418,0.626,0.229,0.0932,0.955,121.855,audio_features,176853,4
Duckbot,Mike Shinoda,74892,alternative hip hop,0.821,0.382,1,-6.423,1,0.103,0.108,0.866,0.0952,0.38,105.031,audio_features,129044,4
Dude She's Just Not into You,MADAX,16219,sped up,0.557,0.675,0,-7.746,1,0.0339,0.258,0.0227,0.671,0.843,120.01,audio_features,64750,4
Dude She's Just Not into You (Tiktok Lofi Chillhop),Lofi Night Drives,8179,lo-fi product,0.772,0.51,3,-6.537,1,0.0596,0.798,0.865,0.266,0.731,85,audio_features,187129,4
Dumb Love,Mimi Webb,708305,alt z,0.569,0.422,0,-5.856,1,0.0302,0.0296,0,0.0613,0.175,76.96,audio_features,207068,4
Dus Bahane,Shaan,206792,filmi,0.833,0.917,7,-5.498,1,0.0597,0.175,1.92E-06,0.109,0.874,110.001,audio_features,206947,4
Dusk,Yasumu,122033,lo-fi study,0.666,0.146,9,-16.081,0,0.422,0.912,0.966,0.144,0.12,174.212,audio_features,122033,3
Dust,Hans Zimmer,3312280,german soundtrack,0.112,0.123,4,-23.025,0,0.0433,0.964,0.696,0.103,0.0298,92.617,audio_features,341396,4
Dust,Lund,412306,cloud rap,0.592,0.65,0,-9.648,1,0.0344,0.0709,8.42E-05,0.0832,0.123,156.042,audio_features,206154,4
Dust,The Neighbourhood,417520,modern alternative rock,0.348,0.442,1,-7.676,0,0.0637,0.0971,5.31E-05,0.112,0.0674,198.227,audio_features,208827,4
Dynamite,Taio Cruz,240505,dance pop,0.751,0.783,4,-3.724,1,0.0859,0.00379,0,0.036,0.816,119.975,audio_features,202613,4
Dynasty,MIIA,1711543,norwegian pop,0.492,0.594,8,-4.403,0,0.0377,0.256,0,0.0759,0.304,123.768,audio_features,225515,4
Düsseldorf,Teleman,227040,chamber psych,0.733,0.716,4,-6.26,0,0.0295,0.0501,0.0853,0.27,0.671,128.993,audio_features,227040,4
E.M.A,Hiroyuki Sawano,2401,anime score,0.339,0.75,0,-9.631,1,0.0414,0.00556,0.827,0.271,0.103,124.998,audio_features,342880,4
ETA,Aries,3972733,,0.707,0.642,8,-5.95,1,0.0393,0.0767,0,0.196,0.242,90.026,audio_features,163333,4
ETERNAL NIGHT,SXULCVTCHER,116844,drift phonk,0.754,0.866,11,-5.115,0,0.0445,0.000116,0.0756,0.48,0.123,122.007,audio_features,118053,4
EUPHORIA,DVRKLXGHT,183134,chill phonk,0.755,0.723,2,-2.892,1,0.0329,0.00288,0.532,0.137,0.2,109.985,audio_features,183273,4
EVIL,AViVA,1688636,alt z,0.634,0.645,9,-6.922,0,0.238,0.0632,0,0.28,0.385,159.926,audio_features,195598,4
EVIL PHONK,DJ CHANSEY,80473,aggressive phonk,0.517,0.924,7,-1.868,1,0.084,0.000319,0.673,0.0961,0.386,199.944,audio_features,124115,4
Each Other,Notaker,599033,,0.538,0.47,5,-8.935,0,0.058,0.0691,0,0.122,0.174,102.591,audio_features,199697,4
Ease My Mind,Skrillex,3556,brostep,0.404,0.753,8,-2.986,0,0.0656,0.0649,0,0.281,0.207,150.147,audio_features,302520,4
Ease Your Mind,Dimension 32,285500,lo-fi sleep,0.687,0.17,10,-16.478,1,0.0304,0.897,0.885,0.115,0.116,120.01,audio_features,142750,4
Easier,5 Seconds of Summer,2290744,boy band,0.562,0.46,5,-4.173,1,0.259,0.476,0,0.107,0.623,176.055,audio_features,158099,4
Easier to Run,Linkin Park,20883,alternative metal,0.545,0.861,3,-4.819,0,0.034,0.0624,0,0.131,0.279,105.017,audio_features,204173,4
Easier – Remix (with Charlie Puth),5 Seconds of Summer,3830296,boy band,0.418,0.445,5,-5.407,1,0.227,0.469,0,0.123,0.608,175.686,audio_features,157326,4
Eastside (with Halsey & Khalid),benny blanco,479541,pop,0.632,0.686,6,-7.665,0,0.243,0.549,0,0.2,0.329,89.949,audio_features,170770,4
Easy,Camila Cabello,194686,dance pop,0.574,0.593,4,-5.731,0,0.0463,0.411,1.55E-06,0.0966,0.355,128.073,audio_features,194686,4
Easy Way Out,Low Roar,6655800,icelandic indie,0.505,0.42,9,-9.364,0,0.0266,0.558,0.0499,0.218,0.113,109.921,audio_features,288667,4
Echo (with KSHMR),Armaan Malik,1172119,filmi,0.344,0.873,10,-3.387,1,0.221,0.0932,0,0.153,0.307,170.041,audio_features,192353,4
Echo-216,Gareth Coker,15836,video game music,0.522,0.0534,0,-22.077,1,0.0368,0.755,0.883,0.0933,0.142,119.924,audio_features,204640,4
Eden,Monkey Majik,625454,j-pop,0.54,0.752,11,-5.212,1,0.0267,0.159,0,0.363,0.462,84.033,audio_features,271520,4
Eenie Meenie,Sean Kingston,560329,dance pop,0.734,0.639,1,-3.241,1,0.0316,0.0348,0,0.102,0.836,121.212,audio_features,201653,4
Eggsy Is Back,Henry Jackman,6268,british soundtrack,0.214,0.611,1,-9.616,1,0.0425,0.148,0.85,0.0854,0.0397,118.193,audio_features,350200,3
Egirey Mabbulona,KK,173083,filmi,0.669,0.577,5,-7.063,0,0.0406,0.0347,0.00175,0.373,0.479,124.857,audio_features,234173,4
"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",Ty Dolla $ign,12735,hip hop,0.818,0.598,10,-5.948,0,0.113,0.0573,1.32E-06,0.634,0.331,111.052,audio_features,231618,4
Eh...eh,Nic Howell,578404,,0.767,0.617,5,-7.636,1,0.0341,0.11,0.00609,0.0971,0.598,110.019,audio_features,134000,4
Ek Duje Ke Vaaste,Uttam Singh,206001,classic bollywood,0.479,0.509,7,-11.75,0,0.0488,0.653,2.45E-06,0.21,0.449,143.767,audio_features,206002,4
Ek Hasina Thi Ek Diwana Tha,Kishore Kumar,110950,classic bollywood,0.361,0.63,0,-9.612,0,0.0668,0.717,5.34E-06,0.306,0.444,116.988,audio_features,472947,4
El Gringo,Alessandro Alessandroni,76636,italian library music,0.487,0.0533,0,-19.18,1,0.0767,0.888,0.873,0.122,0.409,70.176,audio_features,83671,3
Electric,MOON,157313,gym phonk,0.682,0.746,11,-6.372,1,0.192,0.00512,0.401,0.196,0.392,129.995,audio_features,110769,4
Electric Feel,TEEMID,330685,new french touch,0.686,0.472,0,-8.638,0,0.0897,0.416,0.0908,0.0971,0.0832,100.106,audio_features,213975,3
Electric Love,BØRNS,5771945,indie poptimism,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,audio_features,218107,4
Electric Soul,Wolfgang Gartner,144227,complextro,0.769,0.987,1,-4.997,1,0.23,0.044,0.228,0.0791,0.259,127.49,audio_features,207785,4
Electricity (with Dua Lipa),Silk City,86311,edm,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33E-06,0.338,0.505,118.159,audio_features,238173,4
Elephant,Tame Impala,422463,australian psych,0.598,0.553,9,-6.742,0,0.0397,0.562,0.157,0.257,0.533,123.075,audio_features,211227,4
